table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
outreach,bit_scores_archive,updated_at,timestamp with time zone,NO,now(),12,Timestamp of last modification to this record.
outreach,bit_scores_archive,archived_at,timestamp with time zone,YES,now(),13,Timestamp when this record was moved to archive.
outreach,bit_scores_archive,archive_reason,text,YES,,14,Reason for archive.
outreach,blog,blog_id,uuid,NO,gen_random_uuid(),1,CTB_CONTRACT: PK - Blog record ID
outreach,blog,outreach_id,uuid,NO,,2,CTB_CONTRACT: FK_OUTREACH - Link to outreach spine
outreach,blog,context_summary,text,YES,,3,Extracted text content or HTML snippet from the source URL. Used for narrative signal detection.
outreach,blog,source_type,text,YES,,4,"Content page classification. Values: about_page, press_page, leadership_page, team_page, careers_page, contact_page, blog_page, investor_page, pending."
outreach,blog,source_url,text,YES,,5,"Full URL to the discovered content page (About Us, News, Press, Leadership, etc.). From company.company_source_urls."
outreach,blog,context_timestamp,timestamp with time zone,YES,,6,Timestamp when the content at source_url was last fetched or extracted.
outreach,blog,created_at,timestamp with time zone,YES,now(),7,Timestamp when this blog record was created.
outreach,blog,source_type_enum,USER-DEFINED,YES,,8,"BLOG.ENUM.FK | Typed source classification. Replaces source_type TEXT.
Valid: website, blog, press, news, filing, careers.
FORBIDDEN: social (blocked by doctrine guard)."
outreach,blog,about_url,text,YES,,9,Direct URL to the company About Us page. Denormalized from company.company_source_urls for quick access.
outreach,blog,news_url,text,YES,,10,Direct URL to the company News/Press page. Denormalized from company.company_source_urls for quick access.
outreach,blog,extraction_method,text,YES,,11,"Method used to extract content. Values: sitemap, homepage_links, brute_force_probe, manual."
outreach,blog,last_extracted_at,timestamp with time zone,YES,,12,Timestamp of the most recent content extraction attempt for this company.
outreach,blog,updated_at,timestamp with time zone,YES,,13,CTB_AUDIT: Added in Phase 2 column hygiene
outreach,blog_archive,blog_id,uuid,NO,gen_random_uuid(),1,Identifier for blog.
outreach,blog_archive,outreach_id,uuid,NO,,2,FK to outreach.outreach.outreach_id. Links to the operational spine.
outreach,blog_archive,context_summary,text,YES,,3,Context summary. May be NULL.
outreach,blog_archive,source_type,text,YES,,4,Classification type for source.
outreach,blog_archive,source_url,text,YES,,5,URL for source.
outreach,blog_archive,context_timestamp,timestamp with time zone,YES,,6,Context timestamp. May be NULL.
outreach,blog_archive,created_at,timestamp with time zone,YES,now(),7,Timestamp when this record was created.
outreach,blog_archive,source_type_enum,USER-DEFINED,YES,,8,"BLOG.ENUM.FK | Typed source classification. Replaces source_type TEXT.
Valid: website, blog, press, news, filing, careers.
FORBIDDEN: social (blocked by doctrine guard)."
outreach,blog_archive,archived_at,timestamp with time zone,YES,now(),9,Timestamp when this record was moved to archive.
outreach,blog_archive,archive_reason,text,YES,,10,Reason for archive.
outreach,blog_errors,error_id,uuid,NO,gen_random_uuid(),1,Primary key. UUID uniquely identifying this blog processing error.
outreach,blog_errors,outreach_id,uuid,NO,,2,FK to outreach.outreach. The company that encountered the blog error.
outreach,blog_errors,pipeline_stage,character varying,NO,,3,"Pipeline stage where the error occurred (e.g. ingest, extraction, analysis)."
outreach,blog_errors,failure_code,character varying,NO,,4,Structured failure code (e.g. BLOG-I-UPSTREAM-FAIL).
outreach,blog_errors,blocking_reason,text,NO,,5,Why this error blocks downstream blog content processing.
outreach,blog_errors,severity,character varying,NO,'blocking'::character varying,6,Error severity level.
outreach,blog_errors,retry_allowed,boolean,NO,false,7,Whether this error is eligible for automatic retry. FALSE = permanent failure.
outreach,blog_errors,created_at,timestamp with time zone,NO,now(),8,Timestamp when error was first recorded.
outreach,blog_errors,resolved_at,timestamp with time zone,YES,,9,Timestamp of resolution.
outreach,blog_errors,resolution_note,text,YES,,10,"Free text note about how this error was resolved, if resolved."
outreach,blog_errors,raw_input,jsonb,YES,,11,JSONB snapshot of the input that caused the error.
outreach,blog_errors,stack_trace,text,YES,,12,Python stack trace for debugging.
outreach,blog_errors,process_id,uuid,YES,,13,UUID of the pipeline process that generated this error.
outreach,blog_errors,requeue_attempts,integer,YES,0,14,Number of times this error has been requeued for retry.
outreach,blog_errors,error_type,character varying,NO,,15,"Error classification. Values: BLOG_MISSING, extraction_failure, timeout, etc."
outreach,blog_ingress_control,control_id,uuid,NO,gen_random_uuid(),1,Identifier for control.
outreach,blog_ingress_control,enabled,boolean,NO,false,2,The kill switch. FALSE = all blog ingestion halted. TRUE = proceed with guards.
outreach,blog_ingress_control,enabled_at,timestamp with time zone,YES,,3,Timestamp when enabled occurred.
outreach,blog_ingress_control,enabled_by,text,YES,,4,Enabled by. May be NULL.
outreach,blog_ingress_control,disabled_at,timestamp with time zone,YES,,5,Timestamp when disabled occurred.
outreach,blog_ingress_control,disabled_by,text,YES,,6,Disabled by. May be NULL.
outreach,blog_ingress_control,max_urls_per_hour,integer,YES,100,7,Rate limit: Maximum URLs to fetch per hour across all companies.
outreach,blog_ingress_control,max_urls_per_company,integer,YES,10,8,Rate limit: Maximum URLs to fetch per company per run.
outreach,blog_ingress_control,url_ttl_days,integer,YES,30,9,TTL: Re-check URLs not seen in this many days.
outreach,blog_ingress_control,content_ttl_days,integer,YES,7,10,TTL: Re-check content not updated in this many days.
outreach,blog_ingress_control,notes,text,YES,,11,Free text notes.
outreach,blog_ingress_control,singleton_key,integer,YES,1,12,Singleton key. May be NULL.
outreach,blog_ingress_control,created_at,timestamp with time zone,YES,now(),13,Timestamp when this record was created.
outreach,blog_ingress_control,updated_at,timestamp with time zone,YES,now(),14,Timestamp of last modification to this record.
outreach,column_registry,registry_id,integer,NO,nextval('outreach.column_registry_registry_id_seq'::regclass),1,Auto-incrementing primary key
outreach,column_registry,schema_name,character varying,NO,,2,PostgreSQL schema name
outreach,column_registry,table_name,character varying,NO,,3,Table name within schema
outreach,column_registry,column_name,character varying,NO,,4,Column name within table
outreach,column_registry,column_unique_id,character varying,NO,,5,Unique identifier: schema.table.column
outreach,column_registry,column_description,text,NO,,6,Human-readable column description
outreach,column_registry,column_format,character varying,NO,,7,"Data format specification (e.g., UUID, ISO8601, email)"
outreach,column_registry,is_nullable,boolean,NO,,8,Boolean flag indicating if column accepts NULL
outreach,column_registry,default_value,text,YES,,9,Default value expression if any
outreach,column_registry,fk_reference,text,YES,,10,Foreign key reference in format schema.table.column
outreach,column_registry,created_at,timestamp with time zone,YES,now(),11,Record creation timestamp
outreach,column_registry,updated_at,timestamp with time zone,YES,now(),12,Last modification timestamp
outreach,company_hub_status,company_unique_id,text,NO,,1,Company identifier. May be UUID (sovereign) or text (Barton ID) depending on table.
outreach,company_hub_status,hub_id,character varying,NO,,2,Identifier for hub.
outreach,company_hub_status,status,USER-DEFINED,NO,'IN_PROGRESS'::outreach.hub_status_enum,3,Current status of this record.
outreach,company_hub_status,status_reason,text,YES,,4,Reason for status.
outreach,company_hub_status,metric_value,numeric,YES,,5,Metric value. May be NULL.
outreach,company_hub_status,last_processed_at,timestamp with time zone,YES,,6,Timestamp when last processed occurred.
outreach,company_hub_status,created_at,timestamp with time zone,NO,now(),7,Timestamp when this record was created.
outreach,company_hub_status,updated_at,timestamp with time zone,NO,now(),8,Timestamp of last modification to this record.
outreach,company_target,target_id,uuid,NO,gen_random_uuid(),1,CTB_CONTRACT: PK - Company target ID
outreach,company_target,company_unique_id,text,YES,,2,FK to cl.company_identity - parent hub identity
outreach,company_target,outreach_status,text,NO,'queued'::text,3,"Current outreach status: not_started, active, paused, completed, do_not_contact"
outreach,company_target,bit_score_snapshot,integer,YES,,4,Cached BIT score at time of targeting (0-100)
outreach,company_target,first_targeted_at,timestamp with time zone,YES,,5,Timestamp when company was first added to outreach
outreach,company_target,last_targeted_at,timestamp with time zone,YES,,6,Timestamp of most recent outreach activity
outreach,company_target,sequence_count,integer,NO,0,7,Number of sequences this company has been through
outreach,company_target,active_sequence_id,text,YES,,8,Currently active sequence identifier
outreach,company_target,source,text,YES,,9,"Origin of this target record (e.g., manual, import, bit_trigger)"
outreach,company_target,created_at,timestamp with time zone,NO,now(),10,CTB_CONTRACT: AUDIT - Record creation timestamp
outreach,company_target,updated_at,timestamp with time zone,NO,now(),11,Last modification timestamp
outreach,company_target,outreach_id,uuid,YES,,12,CTB_CONTRACT: FK_OUTREACH - Link to outreach spine
outreach,company_target,email_method,character varying,YES,,13,Email pattern discovery method. HUNTER_VERIFIED = from Hunter API. PATTERN_DERIVED = inferred from verified contact.
outreach,company_target,method_type,character varying,YES,,14,"Email pattern discovery method subtype. Provides detail beyond email_method. Values: hunter_api, pattern_match, manual_entry."
outreach,company_target,confidence_score,numeric,YES,,15,Confidence score (0-100) for the email pattern derived for this company. Higher = more reliable pattern.
outreach,company_target,execution_status,character varying,YES,'pending'::character varying,16,"Pipeline execution status for this company target. Values: pending, processing, completed, failed. Default: pending."
outreach,company_target,imo_completed_at,timestamp with time zone,YES,,17,Timestamp when IMO (Ingress-Middle-Output) pipeline processing completed for this company target.
outreach,company_target,is_catchall,boolean,YES,false,18,Whether this domain is a catch-all (accepts all emails). TRUE = risky for email verification. Default: FALSE.
outreach,company_target,industry,character varying,YES,,19,CT.IND | Industry classification from Hunter. Format: Hunter taxonomy. Example: Construction
outreach,company_target,employees,integer,YES,,20,CT.EMP | Exact employee count from Form 5500 or authoritative source. Format: positive integer. Example: 251
outreach,company_target,country,character varying,YES,,21,CT.COUNTRY | ISO 3166-1 alpha-2 country code. Format: 2 letters. Example: US
outreach,company_target,state,character varying,YES,,22,CT.STATE | State/province/region. Format: abbreviation or full name. Example: PA
outreach,company_target,city,character varying,YES,,23,CT.CITY | City name. Format: title case. Example: Pittsburgh
outreach,company_target,postal_code,character varying,YES,,24,CT.POSTAL | ZIP or postal code. Format: varies by country. Example: 15213
outreach,company_target,data_year,integer,YES,,25,"CT.YEAR | Year this data reflects (e.g., Form 5500 filing year). Format: YYYY. Example: 2024"
outreach,company_target,postal_code_source,text,YES,,26,"Provenance of postal_code: HUNTER (original enrichment), DOL_5500 (repaired from Form 5500 sponsor ZIP), MANUAL"
outreach,company_target,postal_code_updated_at,timestamp with time zone,YES,,27,Timestamp of last postal_code update (NULL for original load values)
outreach,company_target_archive,target_id,uuid,NO,gen_random_uuid(),1,UUID primary key for outreach company target record
outreach,company_target_archive,company_unique_id,text,YES,,2,FK to cl.company_identity - parent hub identity
outreach,company_target_archive,outreach_status,text,NO,'queued'::text,3,"Current outreach status: not_started, active, paused, completed, do_not_contact"
outreach,company_target_archive,bit_score_snapshot,integer,YES,,4,Cached BIT score at time of targeting (0-100)
outreach,company_target_archive,first_targeted_at,timestamp with time zone,YES,,5,Timestamp when company was first added to outreach
outreach,company_target_archive,last_targeted_at,timestamp with time zone,YES,,6,Timestamp of most recent outreach activity
outreach,company_target_archive,sequence_count,integer,NO,0,7,Number of sequences this company has been through
outreach,company_target_archive,active_sequence_id,text,YES,,8,Currently active sequence identifier
outreach,company_target_archive,source,text,YES,,9,"Origin of this target record (e.g., manual, import, bit_trigger)"
outreach,company_target_archive,created_at,timestamp with time zone,NO,now(),10,Record creation timestamp
outreach,company_target_archive,updated_at,timestamp with time zone,NO,now(),11,Last modification timestamp
outreach,company_target_archive,outreach_id,uuid,YES,,12,"OUT.TARGET.FK | Foreign key to outreach.outreach.outreach_id.
This is the ONLY FK sub-hubs use. They do NOT directly access sovereign_id."
outreach,company_target_archive,email_method,character varying,YES,,13,Email method. May be NULL.
outreach,company_target_archive,method_type,character varying,YES,,14,Classification type for method.
outreach,company_target_archive,confidence_score,numeric,YES,,15,Confidence score (0-100).
outreach,company_target_archive,execution_status,character varying,YES,'pending'::character varying,16,Status of execution.
outreach,company_target_archive,imo_completed_at,timestamp with time zone,YES,,17,Timestamp when imo completed occurred.
